STATE,COUNTY,GRASS PLANTINGS INTROD(CP1),GRASS PLANTINGS NATIVE (CP2),TREE PLANTINGS SOFTWOODS (CP3),TREE PLANTINGS LONGLEAF PINE (CP3A),TREE PLANTINGS HARDWOODS (CP3A),WILDLIFE HABITAT (CP4D),WILDLIFE CORRIDORS (CP4B),"FIELD
WINDBREAKS
(CP5)","DIVERSIONS
& EROSION
CONTROL
STRUC.
(CP6&CP7)","GRASS
WATERWAYS
(CP8)","SHALLOW
WATER FOR
WILDLIFE
(CP9)","EXISTING
GRASS
(CP10)","EXISTING
TREES
(CP11)","WILDLIFE
FOOD
PLOTS
(CP12)","CONTOUR
GRASS
STRIPS
(CP15)","SHELTER-
BELTS
(CP16)","LIVING
SNOW
FENCES
(CP17)","SALINITY
REDUCING
VEGETATION
(CP18)","FILTER-
STRIPS
(CP21)","RIPARIAN
BUFFERS
3/
(CP22)",WETLAND RESTORATION (CP23) ,WETLAND RESTORATION FLOODPLAIN (CP23) ,WETLAND RESTORATION NON-FLOODPLAIN (CP23A),"CROSS
WIND TRAP
STRIPS
(CP24)","RARE AND
DECLINING
HABITAT
(CP25)","FARMABLE WETLAND
PROGRAM 6 WETLAND (CP27)","FARMABLE WETLAND
PROGRAM BUFFER (CP28)","MARGINAL PASTURE
BUFFERS WILDLIFE (CP29)","MARGINAL PASTURE
BUFFERS WETLAND (CP30)","BOTTOMLAND
HARDWOOD
TREES
(CP31)","UPLAND
BIRD
HABITAT
BUFFERS
(CP33)","LONGLEAF
PINE
(CP36)","DUCK
NESTING
HABITAT
(CP37)","STATE
ACRES FOR
WILDLIFE
ENHANCEMENT
(CP38)",FARMABLE WETLAND PROGRAM CONSTRUCTED WETLANDS (CP39),FARMABLE WETLAND PROGRAM AQUACULTURE WETLANDS (CP40),FARMABLE WETLAND PROGRAM FLOODED PRAIRIE WETLANDS (CP41) ,"POLLINATOR
HABITAT 8/
(CP42)","PRAIRIE STRIPS
(CP43)","CRP
GRASSLANDS - 
INTRODUCED
GRASSES
(CP87)","CRP
GRASSLANDS - 
NATIVE
GRASSES
(CP88)","SOIL HEALTH PERRENIAL CONSERV. COVER
(CP90)",TOTAL
PENNSYLVANIA,MONTOUR,585,536,,,,5,,,,2,2,,,,,,,,7,127,,24,,,,,,,,,38,,,,,,,,,,,,"1,327"
PENNSYLVANIA,NORTHAMPTON,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
PENNSYLVANIA,NORTHUMBERLAND,"1,978",998,,,,104,,,,6,,,,7,,,,,102,280,,3,,,,,,15,1,,54,,,,,,,,,19,23,,"3,588"
PENNSYLVANIA,PERRY,686,,,,,61,,,,6,,,,,,,,,5,147,,4,,,,,,,,,,,,,,,,,,,,,908
PENNSYLVANIA,POTTER,798,542,,,,27,,,,,,,,5,,,,,4,503,,,,,,,,1,,,,,,,,,,,,,,,"1,880"
PENNSYLVANIA,SCHUYLKILL,782,757,0,0,9,49,,,,11,,,,1,4,,,,17,205,,6,,,,,,8,,,12,,,,,,,,,,,,"1,862"
PENNSYLVANIA,SNYDER,759,149,,,,21,,,,3,,,,1,,,,,15,44,,2,,,,,,20,,,2,,,,,,,,,42,36,,"1,096"
PENNSYLVANIA,SOMERSET,"2,461",316,,,,50,,,,3,6,,,,,,,,1,343,,14,,,,,,20,,,,,,,,,,,,,,,"3,213"
PENNSYLVANIA,SULLIVAN,233,51,,,,13,,,,,,,,6,,,,,3,210,,,,,,,,1,,,,,,,,,,,,,,,517
PENNSYLVANIA,SUSQUEHANNA,229,37,,,,6,,,,,1,16,,27,,,,,,588,,,,,,,,67,6,,,,,,,,,,,,,,976
PENNSYLVANIA,TIOGA,"2,872",148,,,,123,,,,,,,,,,,,,5,"1,008",,5,,,,,,95,20,,,,,,,,,3,,24,,,"4,302"
PENNSYLVANIA,UNION,436,92,0,0,10,13,,,,8,1,,,1,,,,,24,46,,5,,,,,,1,,,,,,,,,,,,,,,635
PENNSYLVANIA,VENANGO,109,101,,,,,,,,,,,,,,,,,,15,,,,,,,,,11,,,,,,,,,,,,,,236
PENNSYLVANIA,WARREN,169,161,,,,,,,,,2,,,,,,,,,67,,,,,,,,3,30,,,,,,,,,,,,,,432
PENNSYLVANIA,WASHINGTON,641,27,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,699
PENNSYLVANIA,WAYNE,88,,,,,,,,,1,,,,,,,,,,70,,,,,,,,42,,,,,,,,,,,,,,,201
PENNSYLVANIA,WESTMORELAND,225,594,,,,51,,,,1,,,,,2,,,,,270,,,,,,,,42,13,,,,,,,,,,,,,,"1,197"
PENNSYLVANIA,WYOMING,139,92,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,303
PENNSYLVANIA,YORK,393,427,,,,244,,,,3,9,,,,,,,,50,261,,4,,,,,,4,37,,,,,,,,,,,96,,,"1,528"
RHODE ISLAND,PROVIDENCE,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,28
SOUTH CAROLINA,ABBEVILLE,,,15,0,0,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,93
SOUTH CAROLINA,AIKEN,,,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,67
SOUTH CAROLINA,ALLENDALE,,,56,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,289,,,,,,,,,,,386
SOUTH CAROLINA,ANDERSON,,,86,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,163
SOUTH CAROLINA,BAMBERG,,,85,0,24,,,,,,,,,,,,,,,190,,,,,,,,,,,48,852,,47,,,,,,,,,"1,246"
SOUTH CAROLINA,BARNWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,,,,,,,,,205
SOUTH CAROLINA,BERKELEY,,,18,22,0,,,,,,,,,,,,,,,34,,,,,,,,,,,,20,,,,,,,,,124,,219
SOUTH CAROLINA,CALHOUN,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,35,,,,,,,,,,,57
SOUTH CAROLINA,CHESTER,,,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,,476
SOUTH CAROLINA,CHESTERFIELD,,,26,0,0,,,,,,,,,,,,,,,87,,,,,,,,,,,,"1,445",,,,,,,,,,,"1,558"
SOUTH CAROLINA,CLARENDON,,,20,0,0,,,,,,,,,8,,,,,50,589,,,,,,,,,,,35,399,,,,,,,,,,,"1,101"
SOUTH CAROLINA,COLLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,40
SOUTH CAROLINA,DARLINGTON,,,0,13,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,242,,60,,,,,,,65,,385
SOUTH CAROLINA,DILLON,,,,,,,,,,,,,,,,,,,0,118,,,,,,,,,,,,107,,22,,,,,,,,,247
SOUTH CAROLINA,DORCHESTER,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,76,,,,,,,,,,,90
SOUTH CAROLINA,EDGEFIELD,,2,214,0,0,,,,,,,,,,,,,,,65,,,,,,,,,,,,78,,,,,,,,,,,359
SOUTH CAROLINA,FLORENCE,,,153,0,0,17,,,,,,,,,,,,,,55,,,,,,,,,,,103,352,,90,,,,,,,,,771
SOUTH CAROLINA,GEORGETOWN,,,15,0,0,,,,,,,,,2,,,,,,236,,,,,,,,,,,10,220,,,,,,,,,,,482
SOUTH CAROLINA,HAMPTON,,,72,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,92
SOUTH CAROLINA,HORRY,3,,32,56,0,,,5,,,,,,,,,,,178,"1,661",,,,,,,,,,,50,113,,,,,,,,,,,"2,099"
SOUTH CAROLINA,JASPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,78
SOUTH CAROLINA,KERSHAW,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,565,,,,,,,,,,,569
SOUTH CAROLINA,LAURENS,,,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
SOUTH CAROLINA,LEE,,,590,0,0,18,,,,,,,,,,,,,14,"1,111",,,,,,,,,,,326,"1,914",,293,,,,2,,,125,,"4,392"
SOUTH CAROLINA,LEXINGTON,,,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
SOUTH CAROLINA,MARION,,,18,42,0,,,,,,,,,,,,,,31,151,,,,,,,,,59,,,27,,8,,,,,,,649,,985
SOUTH CAROLINA,MARLBORO,,,34,0,0,,,,,,,,,,,,,,,29,,,,,,,,,,,,308,,21,,,,,,,,,392
SOUTH CAROLINA,NEWBERRY,,,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
SOUTH CAROLINA,OCONEE,,,61,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61
SOUTH CAROLINA,ORANGEBURG,,,494,0,0,56,,,,,,,,,,,,,,142,,,,,,,,,,,54,"1,402",,14,,,,,,71,,,"2,233"
SOUTH CAROLINA,RICHLAND,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,29,,,,,,,,,,,,31
SOUTH CAROLINA,SALUDA,,,66,0,0,,,,,,,,,,,,,,,67,,,,,,,,,,,,42,,,,,,,,,601,,775
SOUTH CAROLINA,SPARTANBURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,18
SOUTH CAROLINA,SUMTER,,,270,32,0,26,,,,,9,,,,,,,,63,739,,,,,,,,,,,126,293,,147,,,,,,,107,,"1,812"
SOUTH CAROLINA,UNION,,,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
SOUTH CAROLINA,WILLIAMSBURG,,,277,0,0,43,,,,,,,,5,,,,,198,614,,,,,,,,,,,51,"1,443",,67,,,,,,,,,"2,698"
SOUTH DAKOTA,AURORA,,761,,,,47,,379,,18,,,,74,,165,4,222,186,3,355,326,"1,556",,92,678,"1,577",153,36,,,,"5,595","2,775",,,92,75,19,688,"1,000",,"16,875"
SOUTH DAKOTA,BEADLE,333,492,,,,33,,299,,10,,5,,12,,193,4,173,102,5,46,574,"10,408",,17,990,"1,980",,174,,,,"12,773","1,259",,,139,19,,19,"2,263",121,"32,444"
SOUTH DAKOTA,BENNETT,,79,,,,,,15,,,,,,5,,26,,,,,,,,,,63,90,,,,,,,895,,,,25,,,,,"1,199"
SOUTH DAKOTA,BON HOMME,,18,,,,37,,258,,19,,,,16,,180,12,206,14,47,20,,,,274,623,"1,120",413,428,,54,,"4,232","1,414",,,765,81,,138,"4,255",13,"14,640"
SOUTH DAKOTA,BROOKINGS,199,668,,,,162,6,268,,10,,70,,58,,92,13,3,181,99,88,"3,240","2,876",,164,201,554,282,305,,,,"2,692","6,373",,,228,75,12,61,"2,077",41,"21,098"
SOUTH DAKOTA,BROWN,7,403,,,,725,,422,,,,,,51,,199,4,"2,398",58,100,118,"11,994","24,363",,,"1,672","2,990",175,136,,,,"26,263","1,825",,,55,14,3,62,"9,246",11,"83,296"
SOUTH DAKOTA,BRULE,2,7,,,,251,,374,,14,6,110,,32,,233,9,392,90,,336,14,330,,90,164,347,,,,,,"1,355","1,505",,,,63,21,,"2,457",,"8,203"
SOUTH DAKOTA,BUFFALO,,93,,,,,,188,,2,,,,10,,50,28,50,20,,,,20,,129,47,102,,35,,,,72,649,,,,,23,,"1,478",,"2,997"
SOUTH DAKOTA,BUTTE,,"1,033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,294",,,,,,163,"86,211",,"97,701"
SOUTH DAKOTA,CAMPBELL,420,12,,,,276,,219,,24,,19,,24,,133,,30,,10,37,58,"2,091",,639,5,8,,33,,,,"7,886","6,930",,,,,,167,"35,125",,"54,146"
SOUTH DAKOTA,CHARLES MIX,,762,,,,54,,768,,109,,53,,60,,358,13,847,194,38,97,180,796,,373,"1,305","2,815",290,29,,245,,"4,378","3,063",,,361,13,,83,"9,162",36,"26,481"
SOUTH DAKOTA,CLARK,,9,,,,10,,298,,11,,,,12,,214,2,447,123,180,184,,"2,130",,38,515,"1,162",,499,,,,"17,736","1,924",,,"1,295",60,9,,"4,391",24,"31,272"
SOUTH DAKOTA,CLAY,,7,,,,35,,13,,16,3,,,12,,58,5,37,341,1,,"1,801",564,,30,861,"1,718",21,136,,231,,,746,,,,27,95,,129,,"6,887"
SOUTH DAKOTA,CODINGTON,179,75,,,,196,,520,,5,,,,36,,186,,3,132,76,46,156,"2,155",,191,467,"1,138",40,609,,,,"6,245","5,447",,,92,330,73,105,"3,591",,"22,094"
SOUTH DAKOTA,CORSON,645,,,,,599,,57,,6,,,,,,165,3,,,,,,69,,,,,,,,,,,"3,424",,,,56,,340,"63,059",,"68,422"
SOUTH DAKOTA,CUSTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,653",,"3,653"
SOUTH DAKOTA,DAVISON,,376,,,,79,,284,,10,,,,6,,44,12,313,91,63,,661,531,,13,853,"1,733",19,228,,,,"3,176",866,,,139,37,6,,675,,"10,215"
SOUTH DAKOTA,DAY,184,213,1,0,0,"1,246",,219,,1,,,,6,,144,,903,103,68,84,105,"5,889",,43,230,555,26,315,,,,"29,570","1,111",,,105,650,3,125,"1,647",,"43,545"
SOUTH DAKOTA,DEUEL,592,342,,,,79,,201,,14,,,,29,,132,9,,201,42,128,101,"2,296",,462,94,239,130,"1,621",,,,"4,911","5,170",,,,149,20,41,"3,441",14,"20,458"
SOUTH DAKOTA,DEWEY,"1,500",,,,,,,3,,,,,,,,2,,24,,16,,,57,,,,,,146,,,,,891,,,,173,,12,"37,743",,"40,567"
SOUTH DAKOTA,DOUGLAS,,,,,,16,,180,,55,,30,,11,,173,6,39,13,71,18,9,844,,50,563,"1,009",43,83,,,,"2,283",905,,,34,,33,,323,,"6,791"
SOUTH DAKOTA,EDMUNDS,,7,,,,,,76,,,,,,18,,149,10,181,145,47,94,356,"4,309",,65,165,384,,269,,,,"12,371","1,899",,,54,8,9,285,"11,126",,"32,027"
SOUTH DAKOTA,FALL RIVER,,,,,,132,,80,,,,,,8,,,,,,,,,,,,,,,,,,,,506,,,,,,,"31,789",,"32,515"
SOUTH DAKOTA,FAULK,5,602,,,,450,,167,,,,,,10,,328,4,97,232,66,,,700,,,282,538,,,,,,"3,910",196,,,51,18,,81,"3,079",,"10,817"
SOUTH DAKOTA,GRANT,257,147,,,,12,,126,,37,,,,11,,98,4,408,241,62,29,322,"1,438",,352,142,225,78,644,,,,671,"3,455",,,,97,222,,"2,746",,"11,823"
SOUTH DAKOTA,GREGORY,6,41,,,,,,427,,47,,,,1,,275,2,54,,67,,,,,,58,173,194,48,,30,,,"1,416",,,,79,,,"16,299",45,"19,259"
SOUTH DAKOTA,HAAKON,"1,065",723,,,,357,,247,,,,,,19,,90,7,,,7,,,,,,21,3,,101,,,,,"18,454",,,,,,"1,143","165,523",,"187,761"
SOUTH DAKOTA,HAMLIN,16,126,,,,237,,222,,16,,5,,48,,100,2,7,224,107,421,"1,118","3,540",,154,396,764,,"1,020",,,,"1,803","2,472",,,220,17,0,10,811,,"13,856"
SOUTH DAKOTA,HAND,,29,,,,277,,294,,1,,,,8,,331,4,466,235,29,,74,"1,128",,,85,209,,32,,,,"6,029","5,856",,,,30,,30,"20,887",4,"36,036"
SOUTH DAKOTA,HANSON,,294,,,,251,,181,,5,,,,6,,93,8,138,33,97,29,781,"1,025",,5,"1,168","2,642",16,397,,,,"6,583",658,,,96,7,45,68,"2,204",,"16,830"
SOUTH DAKOTA,HARDING,,,,,,,,16,,,,,,,,2,,,,2,,,,,,,,,,,,,,"2,603",,,,,,,"24,327",,"26,949"
SOUTH DAKOTA,HUGHES,588,272,,,,275,,903,,9,,,,11,,435,21,18,,89,,68,"2,334",,,74,172,,,,,,"3,009","2,705",,,,294,21,123,"27,541",,"38,960"
SOUTH DAKOTA,HUTCHINSON,,7,,,,842,,335,,45,,,,11,,117,4,231,200,396,76,"1,528","3,921",,49,"1,018","2,033",38,408,,,,"7,653",875,,,27,4,12,5,"2,081",,"21,915"
SOUTH DAKOTA,HYDE,,4,,,,,,344,,4,,,,,,160,22,19,3,,,48,401,,13,2,8,,8,,,,"1,212","2,134",,,,,,,"3,941",,"8,324"
SOUTH DAKOTA,JACKSON,"2,014",359,,,,,,2,,,,,,,,7,,,,,,,,,,,,,,,,,,"2,155",,,,,,,"37,134",,"41,671"
SOUTH DAKOTA,JERAULD,,137,,,,36,,519,,,,43,,33,,105,4,124,3,42,191,169,926,,114,80,242,,153,,,,"1,312","1,392",,,,,3,434,"5,434",56,"11,552"
SOUTH DAKOTA,JONES,491,779,,,,299,,237,,,,,,13,,67,40,59,5,11,,,72,,,,,93,294,,,,,"2,458",,,,123,,,"40,465",,"45,508"
SOUTH DAKOTA,KINGSBURY,17,48,,,,67,,138,,107,,21,,7,,103,1,432,192,47,64,38,"1,420",,16,241,575,214,180,,,,"2,924","2,363",,,17,21,45,,679,,"9,979"
SOUTH DAKOTA,LAKE,,725,,,,167,,93,,13,,24,,17,4,83,23,14,113,,351,415,"1,461",,5,163,318,14,109,,,,"1,277","1,609",,,,96,15,,85,,"7,197"
SOUTH DAKOTA,LAWRENCE,,,,,,,,7,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,583,,593
SOUTH DAKOTA,LINCOLN,,84,,,,100,,49,,41,,,,5,15,58,5,17,"1,357",16,18,102,"2,895",,37,315,821,,139,,147,,,"2,104",,,,10,,13,33,,"8,379"
SOUTH DAKOTA,LYMAN,"8,705",,,,,"1,991",,630,,160,,,,286,,126,23,402,234,90,,352,"3,333",,,625,573,70,95,,,,,"16,690",,,,523,,192,"82,295",,"117,397"
SOUTH DAKOTA,MCCOOK,25,112,,,,,,191,,36,,,,12,,207,,345,129,7,114,272,"3,106",,20,285,582,5,364,,,,"5,336","1,045",14,,45,102,5,103,216,35,"12,709"
SOUTH DAKOTA,MCPHERSON,,,,,,68,,160,,4,,,,6,,123,4,255,69,,,77,679,,,52,111,,98,,,,"5,907","4,308",,,,7,6,233,"10,065",45,"22,277"
SOUTH DAKOTA,MARSHALL,,560,,,,774,,264,,44,,,,28,,195,3,"1,381",253,198,31,"1,966","15,857",,327,915,"2,088",,80,,,,"10,192","3,245",,,"3,049",133,,,,,"41,583"
SOUTH DAKOTA,MEADE,"1,522",156,,,,115,,19,,,,,,,,51,4,"1,084",25,,,,,,,,,152,,,,,,"8,999",,,,,,,"236,846",,"248,973"
SOUTH DAKOTA,MELLETTE,,35,,,,,,102,,,,,,,,62,,,,35,,,,,,,,8,,,,,,384,,,,,,,"9,003",,"9,629"
SOUTH DAKOTA,MINER,,,,,,33,,623,,30,,3,,51,,199,23,151,183,135,4,116,"3,986",,140,983,"2,500",,390,,,,"9,438","2,269",,,,362,,542,"4,130",,"26,292"
SOUTH DAKOTA,MINNEHAHA,339,195,,,,11,,52,,45,,,,13,,104,14,,367,9,61,45,264,,85,158,328,12,230,,,,571,"2,203",,,,43,,,91,,"5,241"
SOUTH DAKOTA,MOODY,342,34,,,,45,,137,,9,,27,,8,,116,10,,448,129,96,"1,818",905,,19,106,337,196,"1,073",,,,240,"2,790",,,,103,5,,,,"8,994"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,750
SOUTH DAKOTA,PENNINGTON,144,,,,,,,10,,4,,,,,,1,,,17,,,,,,,48,169,,,,,,,"1,043",,,,20,,,"47,577",,"49,033"
SOUTH DAKOTA,PERKINS,74,148,,,,,,169,,,,,,,,48,,4,5,,,,919,,,10,31,,,,,,,"29,455",,,,,,,"131,152",,"162,014"
SOUTH DAKOTA,POTTER,72,,,,,837,,122,,14,,,,28,,49,,87,146,28,,230,"1,378",,,352,342,20,,,,,"3,740","1,959",,,,137,,5,"20,656",,"30,203"
SOUTH DAKOTA,ROBERTS,105,408,1,0,0,273,,160,,74,,32,,24,,94,2,626,683,63,914,"5,137","4,481",,229,"1,449","3,259",15,746,,,,"5,158","9,947",,,"5,043",452,127,,"2,502",,"42,004"
SOUTH DAKOTA,SANBORN,,75,,,,381,,182,,,,30,,14,,105,15,56,14,5,11,461,"5,469",,117,843,"1,907",5,70,,,,"7,885","2,185",,,226,,,,"3,962",,"24,019"
SOUTH DAKOTA,SPINK,15,,,,,"1,058",,401,,9,,57,,10,,426,16,"5,998",425,,67,748,"2,050",,390,"1,906","3,841",17,280,,,,"15,657","1,795",,,63,14,,39,"1,959",,"37,242"
SOUTH DAKOTA,STANLEY,"3,545",831,,,,"5,550",,486,,3,,,,106,,187,7,165,,57,,,,,,54,62,26,85,,,,,"3,086",,,,577,,,"94,675",,"109,503"
SOUTH DAKOTA,SULLY,272,15,,,,300,,440,,33,,49,,18,,126,14,124,35,39,0,857,"2,987",,,512,956,,13,,,,"6,319","5,394",,,43,44,,,"9,912",,"28,501"
SOUTH DAKOTA,TODD,,,,,,,,44,,,,,,,,37,15,,,,,,,,,,,99,,,,,,252,,,,4,,,324,,776
SOUTH DAKOTA,TRIPP,"1,770",331,,,,,,"1,781",,46,,,,63,,431,14,895,100,3,,,595,,,45,86,426,,,5,,,"2,952",,,,117,,101,"31,172",,"40,933"
SOUTH DAKOTA,TURNER,,103,,,,15,,185,,2,,49,,24,,126,4,140,370,16,277,127,"1,343",,277,508,"1,023",71,498,,39,,36,"3,463",,,,18,50,17,15,18,"8,816"
SOUTH DAKOTA,UNION,24,81,,,,267,,27,,98,,,,,1,46,,,291,26,,"1,582","1,840",,9,259,559,,,,184,,,"2,159",,,,120,73,,,10,"7,655"
SOUTH DAKOTA,WALWORTH,102,,,,,34,,83,,,,,,4,,178,,21,12,2,,,"2,853",,,,,,17,,,,"7,927","6,591",,,,,,355,"36,412",,"54,593"
SOUTH DAKOTA,YANKTON,,32,,,,35,,189,,7,,,,6,,68,6,10,138,118,34,"2,605",76,,87,550,"1,495",,111,,64,,"3,229","2,722",,,,25,17,22,202,,"11,847"
SOUTH DAKOTA,ZIEBACH,6,,,,,,,10,,,,,,5,,6,,,,,,,,,,84,86,,,,,,,"4,129",,,,,,433,"86,810",271,"91,841"
TENNESSEE,BEDFORD,,,,,,,,,,,,,,,,,,,22,6,,,,,,,,,,,10,,,,,,,,,,,,38
TENNESSEE,BENTON,558,"1,090",97,0,0,4,,,,,,,,2,,,,,8,157,,,,,,,,4,,,31,,,,,,,233,,,,,"2,183"
TENNESSEE,BLEDSOE,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
TENNESSEE,BRADLEY,,,,,,,,,,,,,,,,,,,5,154,,,,,,,,,,,,,,,,,,,,,,,158
TENNESSEE,CARROLL,"1,822","2,699","1,476",0,76,81,,,,3,,,,8,,,,,243,44,,,,,4,,,,,,161,,,283,,,,"1,190",7,,,,"8,097"
TENNESSEE,CHEATHAM,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
TENNESSEE,CHESTER,534,216,453,0,33,13,,,,,,,,4,,,,,68,28,,,,,,,,,,6,6,,,,,,,55,,,,,"1,416"
TENNESSEE,CLAIBORNE,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,9
TENNESSEE,CLAY,,,0,0,42,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,55
TENNESSEE,COFFEE,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,2,,,,,,,,,,,,13
TENNESSEE,CROCKETT,341,521,262,0,45,,,,,12,7,,,,6,,,,79,28,,,,,,,,,,,51,,,293,,,,6,64,,,,"1,713"
TENNESSEE,CUMBERLAND,82,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,68,,,,,877
TENNESSEE,DECATUR,71,79,196,0,21,11,,,,,,,,1,,,,,51,51,,,,,,,,,,,,,,,,,,71,,,,,553
TENNESSEE,DE KALB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,60
TENNESSEE,DICKSON,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461
TENNESSEE,DYER,426,210,100,0,38,,,,,,,,,,,,,,56,85,,11,,,,,,,,435,21,,,39,,,,,32,,,,"1,451"
TENNESSEE,FAYETTE,894,"1,450","2,290",0,49,88,,,,16,,,,3,,,,,371,250,,,,,,,,,,58,189,,,"1,870",,,,2,1,,,,"7,532"
TENNESSEE,FRANKLIN,,72,0,0,31,,,,,,,,,3,,,,,16,,,,,,,,,2,,,64,,,148,,,,,,,52,,388
TENNESSEE,GIBSON,"1,547","1,136",75,0,72,,,,,7,19,,,,,,,,166,11,,24,,,,,,,,10,117,,,109,,,,"1,381",40,,,,"4,714"
TENNESSEE,GILES,145,24,126,0,0,57,,,,4,,,,0,,,,,112,46,,,,,,,,25,,,21,,,391,,,,11,,,"1,183",,"2,144"
TENNESSEE,GRAINGER,,,,,,,,,,,,,,,,,,,,8,,,,,,,,6,,,,,,,,,,,,,,,14
TENNESSEE,GRUNDY,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,20
TENNESSEE,HAMBLEN,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,,,,,,,,,,,,,,,4
TENNESSEE,HARDEMAN,"1,259",485,"1,315",0,123,14,,,,,,,,4,,,,,105,138,40,94,,,,,,,,,82,,,190,,,,,,,,,"3,849"
TENNESSEE,HARDIN,297,470,915,0,22,,,,,,,,,1,,,,,3,186,,,,,,,,,,415,,,,,,,,,,,,,"2,309"
TENNESSEE,HAWKINS,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,0
TENNESSEE,HAYWOOD,91,"2,022",225,0,255,,,,,,35,,,9,,,,,439,371,3,272,,,,,,,,153,317,,,"2,321",,,,484,4,,,,"7,001"
TENNESSEE,HENDERSON,"1,183",730,454,0,69,97,,,,,,,,4,,,,,101,104,,,,,,,,,,104,28,,,,,,,586,,,,,"3,460"
TENNESSEE,HENRY,"1,960",482,516,0,57,,,,,23,,,,1,,,,,70,24,,9,,,,,,,,,185,,,223,,,,302,4,,,,"3,856"
TENNESSEE,HICKMAN,139,6,,,,,,,,,,,,,,,,,27,36,,,,,,,,,,,20,,,,,,,4,,,,,231
TENNESSEE,HUMPHREYS,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,370,,,373
TENNESSEE,JACKSON,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,4
TENNESSEE,LAKE,,,,,,,,,,3,,,,,,,,,21,,,,,,,,,,,,57,,,,,,,,22,,,,102
TENNESSEE,LAUDERDALE,"1,355",430,112,0,806,55,,,,,30,,,1,,,,,113,210,,32,,,,,,,,124,,,,509,,,,,,,,,"3,775"
TENNESSEE,LAWRENCE,453,114,963,0,38,18,,,,18,,,,9,,,,,,303,,,,,,,,,,4,14,,,,,,,22,,,,,"1,955"
TENNESSEE,LINCOLN,,,,,,,,,,,,,,,,,,,,134,,,,,,,,5,,,20,,,187,,,,,,,160,,507
TENNESSEE,LOUDON,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
TENNESSEE,MCMINN,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
TENNESSEE,MCNAIRY,650,408,"1,861",0,50,6,,,,,,,,9,,,,,15,61,,,,,,,,,,54,108,,,,,,,18,,,,,"3,239"
